종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),EPS(FY2),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,PEG(영익)fwd,영익증가율fwd,fwd기준,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
CRDO,CRDO,230.57,186.48,1340.0,43000.0,34.41,73.1,22.01,,0.01,37.48,0.83,,FY 2027,FY 2026,2460.0,1240.0,1010.0,1146.9401916988336,6.15,9.12,34.67741935483871,37.4910569105691,0.4485537166085946,0.20986295721672416,0.5685312428473795,0.6012745186054493,,0.7763299663299666,48.292682926829244,eps,50.40650406504065,33.20970149253731,83.5820895522388,178.64542369834388,283.23,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Credo Technology Group Holding Ltd,2,"나스닥100채권혼합50,미국나스닥100",3.0,0.7763299663299666,탈락,fPER>30,기저효과(fwd),2026-08-24
SNOW,Snowflake,329.81,346.6,5030.0,115340.0,-54.87,-16.48,11.22,,1.43,156.93,5.02,,FY 2027,FY 2026,6090.0,824.52,-988.15,678.4500166762681,1.94,2.71,139.88744966768544,170.00515463917526,5.64272428164071,,6.103858918719093,3.5986554104400152,,4.283246753246754,39.69072164948453,eps,13.538916256157634,-28.418803418803417,30.12820512820513,,321.35,USD,,기저효과→PEG(영익)fwd 기준,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Snowflake Inc,2,"글로벌AI인공지능,미국S&P500",2.97,4.283246753246754,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30,전년이익률<5",기저효과(fwd),2026-08-24
COIN,Coinbase,184.9,263.84,6040.0,49200.0,-7.85,4.06,20.14,,0.51,164.71,10.84,-38.73,FY 2026,FY 2025,5360.0,-141.51,-813.59,298.70681804383463,-2.07,2.88,,164.71,,,,,,,,,-2.640111940298507,21.511627906976745,-22.093023255813947,,194.97,USD,,,금융,Stock Lists Top Stocks Corporate Actions,Coinbase Global Inc,2,"글로벌AI인공지능,미국나스닥100",2.86,,금융,영업이익·PEG 기준 부적합(별도 판단),,2026-08-24
MSTR,Strategy,119.25,384.23,498.35,45820.0,-63.56,-71.75,20.82,,0.15,3.22,,-65.37,FY 2026,FY 2025,498.15,-10480.0,-6530.0,14229.813664596273,-17.44,49.49,,3.22,0.7345509560229445,,0.8974459783674822,,,,,,-2103.784000802971,-1139.9115730360622,4.383630534543093,,229.07,USD,,기저효과→PEG(영익)fwd 기준,금융,Stock Lists Top Stocks Corporate Actions,Strategy Inc,2,"글로벌AI인공지능,미국나스닥100",1.97,,금융,영업이익·PEG 기준 부적합(별도 판단),기저효과(2y),2026-08-24
MELI,MercadoLibre,1922.68,50.7,35180.0,97480.0,27.5,14.2,10.23,,1.69,45.65,1.61,-17.69,FY 2026,FY 2025,41670.0,2900.0,1990.0,1989.9775313624732,39.25,56.72,33.61379310344827,48.98547770700637,1.1073477707006367,,1.3716258605236433,2.45134793000281,,1.1005609616485403,44.509554140127385,eps,6.959443244540436,11.076497057805469,44.2367601246106,-9.375,2257.0,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,MercadoLibre Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.85,,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30",,2026-08-24
RKLB,Rocket Lab,72.57,598.46,769.15,43430.0,-7.92,-5.51,18.68,,0.04,3225.33,,,FY 2026,FY 2025,953.34,-94.95,-166.88,13.465288823159181,-0.05,0.05,,3225.33,55.21430261136711,,64.08465942414443,,,,,,-9.959720561394676,-38.0259222333001,58.414755732801616,,112.94,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Rocket Lab Corp,2,"글로벌우주테크&방산,미국나스닥100",1.68,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
GLW,Corning,149.84,861.39,16960.0,129070.0,16.81,11.27,10.07,0.75,0.71,40.47,1.33,,FY 2026,FY 2025,19220.0,4140.0,2270.0,2816.7305125467165,3.27,4.32,31.17632850241546,45.82262996941896,1.995007538779996,0.5841126457640219,2.18309724631835,1.4814595010791225,,1.427047619047619,32.11009174311927,eps,21.54006243496358,14.843250159948818,22.968650031989757,78.44827586206897,191.4,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Corning Inc,2,"나스닥100채권혼합50,미국나스닥100",1.66,0.5841126457640219,탈락,"PEG매출>1,fPER>30",,2026-08-24
ASML,ASML Holding,1752.52,384.1,40290.0,675210.0,53.94,65.98,11.73,0.44,0.09,30.84,,,FY 2026,FY 2025,49276.27795075007,19637.526181715257,16695.31842626663,14652.178748316712,38.03,51.42,34.38365880467655,46.08256639495135,1.4283846718435105,0.8796165544982266,1.5914077569247846,1.0413057389912834,,1.3088274831964153,35.20904549040231,eps,39.851886137468185,34.588307315580046,32.26201408019591,52.38938053097346,2195.0,EUR,0.877,,반도체,Stock Lists Top Stocks Corporate Actions,ASML Holding NV,2,"글로벌AI인공지능,미국나스닥100",1.47,0.8796165544982266,탈락,"PEG매출>1,fPER>30",비지배괴리,2026-08-24
SPCX,SpaceX,133.75,13570.0,23040.0,1860000.0,,,,,0.31,105.57,,,FY 2026,FY 2025,44630.0,5160.0,1440.0,1251.588785046729,0.09,1.6,360.4651162790698,1486.111111111111,10.687863807567199,,10.793964479919676,,,0.8857615894039734,1677.7777777777778,eps,11.561729778176115,-11.033743974290305,139.04659882163898,,213.5,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Space Exploration Technologies Corp,2,"나스닥100채권혼합50,미국나스닥100",1.45,0.8857615894039734,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5","기저효과(fwd),비지배괴리",2026-08-24
KO,The Coca-Cola Company,91.15,4300.0,50130.0,391960.0,42.05,20.1,5.81,2.33,1.16,26.8,3.62,,FY 2026,FY 2025,49720.0,16120.000000000002,14280.0,14190.543060888644,3.3,3.53,24.315136476426797,27.621212121212125,7.439106230847819,3.8086864053377747,14.22359617673521,3.2594218635610455,,3.963043478260876,6.969696969696959,eps,32.42156074014482,31.351689612015022,3.7129745515227297,7.252162341982715,94.7,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Coca-Cola Co/The,2,"나스닥100채권혼합50,미국S&P500",1.37,3.8086864053377747,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
QCOM,QUALCOMM,158.88,1070.0,44070.0,171690.0,33.75,25.56,12.61,2.29,0.55,17.34,4.67,,FY 2026,FY 2025,42950.0,13200.0,13750.0,11368.194864048339,10.52,10.2,13.006818181818181,15.102661596958175,,2.310147866497676,23.540038706047156,,,,-3.041825095057038,eps,30.73341094295693,27.981029810298104,-3.0036133694670286,6.537530266343827,193.1,USD,,,반도체,Stock Lists Top Analysts Top Stocks Corporate Actions,QUALCOMM Inc,2,"글로벌AI인공지능,미국나스닥100",1.18,2.310147866497676,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
EBAY,eBay,104.13,445.0,12010.0,46340.0,46.61,28.48,10.55,1.19,1.53,16.6,1.36,,FY 2026,FY 2025,12510.0,3410.0,2009.9999999999998,2727.976567751849,6.13,6.73,13.589442815249267,16.98694942903752,1.337270486966783,0.42120701135266503,1.7645622990077814,1.6306133792261959,,1.7354999999999974,9.78792822185972,eps,27.258193445243805,21.891891891891895,12.702702702702705,40.32921810699588,116.15,USD,,,인터넷·플랫폼,Stock Lists Top Analysts Top Stocks Corporate Actions,eBay Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.13,0.42120701135266503,탈락,PEG매출>1,,2026-08-24
PEP,PepsiCo,143.99,1360.0,96900.0,195830.0,51.51,19.38,5.29,4.13,2.39,16.46,3.25,-4.81,FY 2026,FY 2025,98950.0,15900.0,10810.0,11641.814014862142,8.56,8.98,12.316352201257862,16.82126168224299,3.1474524099862258,2.7389402173913013,4.067323179903423,3.34216242588943,,3.428333333333331,4.90654205607477,eps,16.068721576553816,15.948046417544981,5.34440540828276,6.141522029372504,155.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,PepsiCo Inc,2,"나스닥100채권혼합50,미국S&P500",1.06,2.7389402173913013,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
PDD,PDD Holdings,88.38,1420.0,64140.0,125800.0,25.4,15.69,4.26,,0.01,7.62,0.93,-25.1,FY 2026,FY 2025,68195.17103686942,15184.8369492879,13461.744975376014,96919.23512106812,68.09,82.51,8.284580230932242,1.2979879571155821,0.11818176244578615,0.08872443377933976,0.11444735589564095,0.19176291339707918,,0.06128987517337028,21.177852841827004,eps,22.26673343348356,21.558411485469495,10.982980201458847,14.629430719656277,116.73,CNY,7.028,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,PDD Holdings Inc,2,"글로벌AI인공지능,글로벌소비트렌드",1.02,0.08872443377933976,통과,,비지배괴리,2026-08-24
ALAB,Astera Labs,284.97,173.49,1200.0,49440.0,25.83,62.97,25.37,,0.03,50.78,0.97,,FY 2026,FY 2025,1910.0,759.07,588.06,699.172544478366,4.03,6.39,65.13233298641758,70.71215880893301,0.5700798769646388,,0.816085099611767,0.8188523464050684,,1.2075000000000007,58.56079404466499,eps,39.74188481675393,20.341806153449145,124.0390367494399,337.7061469265368,391.77,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Astera Labs Inc,2,"나스닥100채권혼합50,미국나스닥100",0.89,1.2075000000000007,탈락,"PEG영익>1,fPER>30","기저효과(fwd),비지배괴리",2026-08-24
CSCO,Cisco Systems,110.22,3940.0,63330.0,437660.0,27.32,20.65,9.41,1.51,0.59,21.66,1.53,,FY 2027,FY 2026,73020.0,25550.0,16010.000000000002,20370.13064779532,5.13,5.55,17.129549902152643,21.485380116959064,1.4041993011424339,0.36543315653474767,2.051464011119238,1.625878559222942,,2.624285714285718,8.187134502923964,eps,34.99041358531909,25.406600347386703,15.300805305542386,58.794282162834065,136.27,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Cisco Systems Inc,2,"나스닥100채권혼합50,미국S&P500",0.7,0.36543315653474767,탈락,PEG매출>1,,2026-08-24
SIMO,Silicon Motion Technology,250.51,33.91,1310.0,8760.0,31.57,19.24,13.57,0.77,0.07,18.29,0.34,,FY 2026,FY 2025,1870.0,472.0,428.29,389.5509161310926,11.14,15.87,18.559322033898304,22.487432675044882,0.20231767526438232,0.05520980409769305,0.3425639364424527,0.20180093731104368,,0.529619450317125,42.45960502692996,eps,25.240641711229944,10.50551584747581,111.14912548129578,407.3086844368014,349.27,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Silicon Motion Technology Corp,2,"나스닥100채권혼합50,미국나스닥100",0.53,0.529619450317125,통과,,기저효과(fwd),2026-08-24
GE,GE Aerospace,347.56,1040.0,50640.0,361460.0,48.23,31.03,11.35,0.54,1.13,41.5,2.4,,FY 2026,FY 2025,50290.0,10910.0,9030.0,8226.3453792151,7.91,9.08,33.13107241063245,43.93931731984829,4.548661607874139,2.912900197147985,4.313034060327206,2.2659124981646097,,2.970598290598292,14.7914032869785,eps,21.694173792006364,20.671609245529872,9.659834278238112,15.084388185654007,404.9,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,General Electric Co,1,글로벌우주테크&방산,8.26,2.912900197147985,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
MOG-A,Moog Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: 404,미분류,,Moog Inc,1,글로벌우주테크&방산,6.24,,보류,컨센서스 없음,,2026-08-24
MRNA,Moderna,142.05,399.24,2230.0,57940.0,-39.0,-75.99,9.05,,0.19,,,,FY 2026,FY 2025,2110.0,-3500.0,-3380.0,,-8.5,-4.83,,,,,,,,,,,-165.87677725118485,-158.24742268041237,8.762886597938135,,91.39,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Moderna Inc,1,글로벌바이오,5.55,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
TMO,Thermo Fisher,629.26,369.75,46340.0,232670.0,13.52,8.84,8.02,0.3,0.81,23.97,2.65,,FY 2026,FY 2025,47860.0,11230.0,7440.0,9288.164510695102,25.12,27.51,20.718610863757792,25.05015923566879,3.3825305925497022,0.7296840808717461,3.9972617115796374,2.588854942701854,,2.6328870292887054,9.514331210191074,eps,23.464270789803592,18.761220825852785,7.405745062836622,34.33014354066985,631.42,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Thermo Fisher Scientific Inc,1,글로벌바이오,5.4,0.7296840808717461,탈락,PEG매출>1,,2026-08-24
HWM,Howmet Aerospace,271.68,398.8,9120.0,108350.0,34.73,22.99,10.59,0.21,0.81,46.55,1.54,,FY 2026,FY 2025,10090.0,2960.0,2200.0,2129.67093639576,5.34,6.41,36.604729729729726,50.87640449438202,2.281143136297019,1.26293192333113,2.8568980473097176,1.6738842144636557,,2.5390654205607457,20.037453183520615,eps,29.33597621407334,25.575757575757574,22.30303030303031,40.28436018957346,336.63,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Howmet Aerospace Inc,1,글로벌우주테크&방산,4.89,1.26293192333113,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
GD,General Dynamics,384.29,270.15,54860.0,103820.0,17.8,14.6,5.8,1.66,0.35,21.9,2.32,,FY 2026,FY 2025,55920.0,5880.0,4660.0,4592.72944911395,17.0,18.55,17.656462585034014,22.60529411764706,3.5249501658230105,2.663493350383633,4.076281572174343,2.361100421169121,,2.479290322580642,9.117647058823541,eps,10.515021459227468,10.313986679352997,6.412940057088479,8.487084870848705,420.02,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,General Dynamics Corp,1,글로벌우주테크&방산,4.76,2.663493350383633,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
BIIB,Biogen,216.79,147.75,10030.0,32030.0,4.58,8.86,4.66,,0.44,16.41,4.08,,FY 2026,FY 2025,10440.0,2510.0,953.07,1833.5361409659117,12.41,16.54,12.760956175298805,17.46897663174859,3.141239616145339,,4.5731930859951575,4.3225349214275015,,0.5249152542372881,33.27961321514907,eps,24.042145593869733,28.816986855409503,5.56117290192113,-11.929824561403512,235.57,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Biogen Inc,1,글로벌바이오,4.2,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-24
LMT,Lockheed Martin,563.57,230.79,77010.0,130070.0,89.16,27.42,4.82,2.45,2.34,18.2,0.95,,FY 2026,FY 2025,80960.0,9680.0,7040.0,7034.6782121120705,30.48,32.72,13.436983471074381,18.48982939632546,2.347989333661972,0.4804606226034013,2.7944821775129074,0.7904200949472289,,2.5159375000000024,7.349081364829391,eps,11.956521739130435,9.313790806129248,7.874750166555633,38.48354792560802,632.95,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Lockheed Martin Corp,1,글로벌우주테크&방산,4.2,0.4804606226034013,탈락,PEG매출>1,,2026-08-24
NOC,Northrop Grumman,551.03,142.06,42890.0,78280.0,26.96,15.02,3.59,1.79,0.95,18.83,3.35,-7.01,FY 2026,FY 2025,44060.0,4640.0,4140.0,4118.355080485637,28.99,30.44,16.870689655172413,19.00758882373232,3.778996924907913,,3.243986461133162,2.533845548837745,,3.8002068965517166,5.001724732666446,eps,10.53109396277803,12.753277711561385,5.029797377830758,-13.271028037383182,647.14,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Northrop Grumman Corp,1,글로벌우주테크&방산,4.06,,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
NVS,Novartis AG,157.48,1900.0,56690.0,302170.0,30.35,18.78,6.32,1.94,1.17,17.22,,,FY 2026,FY 2025,57650.0,21800.0,13950.0,16866.10553721107,8.79,9.82,13.861009174311926,17.91581342434585,10.36009333426201,1.2207154594867913,4.464063193553127,3.9181483697595594,,1.52893203883495,11.717861205915824,eps,37.8143972246314,33.545085583200986,1.729310040585852,14.676486059968429,157.15,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Novartis AG,1,글로벌바이오,4.04,1.2207154594867913,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
BABA,Alibaba,119.34,2280.0,153840.0,272230.0,6.36,3.08,6.48,0.88,0.24,14.64,0.44,-0.13,FY 2027,FY 2026,167153.07692307694,12926.997692307692,13314.556153846153,13184.928774928774,5.78,7.94,21.05902750814232,20.647058823529413,1.9145454545454537,0.5327127262211727,1.852786722547,0.38268679541520856,,0.5525000000000001,37.370242214532865,eps,7.73362831858407,6.174509803921568,10.784313725490202,38.75833597967608,188.25,CNY,6.76,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alibaba Group Holding Ltd,1,글로벌AI인공지능,3.76,0.5327127262211727,탈락,"PEG매출>1,ROE<10,이익률<10",비지배괴리,2026-08-24
DIS,Disney,107.57,1730.0,98860.0,186100.0,8.01,7.11,10.12,1.39,0.39,14.46,2.33,-7.91,FY 2026,FY 2025,101430.0,19450.0,9900.0,11919.949800130147,6.89,7.44,9.568123393316196,15.612481857764877,2.106123802612485,0.4104102040595282,2.617675455151207,1.2998919868792065,,1.9558181818181792,7.982583454281578,eps,19.175786256531598,14.921105580853542,7.412898443291316,38.04116394606103,127.72,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Walt Disney Co/The,1,글로벌소비트렌드,3.76,0.4104102040595282,탈락,"PEG매출>1,ROE<10",,2026-08-24
LHX,L3Harris Technologies,266.73,186.21,22930.0,49670.0,9.34,8.1,6.56,1.88,0.53,21.51,1.07,-3.41,FY 2026,FY 2025,23620.0,3810.0,2280.0,2234.6192779214934,12.0,13.46,13.036745406824148,22.227500000000003,2.7778024285714262,0.6331469696969699,3.018061117611532,1.8521067282276262,,1.826917808219176,12.166666666666682,eps,16.13039796782388,12.894375857338819,8.001828989483318,35.106382978723396,341.73,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,L3Harris Technologies Inc,1,글로벌우주테크&방산,3.45,0.6331469696969699,탈락,"PEG매출>1,ROE<10",,2026-08-24
GILD,Gilead Sciences,146.11,1240.0,30460.0,181180.0,-20.68,34.37,5.71,2.25,2.23,15.99,2.57,,FY 2026,FY 2025,30690.0,3210.0,-4270.0,11330.83176985616,-0.42,9.89,56.442367601246104,15.99,3.7659647999999977,,2.9658611952255036,1.5739991019273112,,,,,10.459433040078201,40.14945652173913,4.245923913043481,-72.84263959390863,157.41,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Gilead Sciences Inc,1,글로벌바이오,3.4,,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-24
RVTY,Revvity,124.74,111.59,2910.0,13920.0,3.21,4.39,8.68,0.22,0.46,22.08,2.15,,FY 2026,FY 2025,2850.0,818.28,283.13,597.017797017797,5.35,5.89,17.011291978295937,23.31588785046729,,0.2653888941123376,9.641392260802345,2.9550075989802127,,2.309999999999998,10.093457943925245,eps,28.711578947368423,15.23041958041958,-0.34965034965035446,87.85555223949126,121.07,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Revvity Inc,1,글로벌바이오,3.36,0.2653888941123376,탈락,"PEG매출>1,ROE<10",,2026-08-24
NTRA,Natera,332.04,144.14,2710.0,47860.0,-12.54,-10.18,12.52,,0.13,,,,FY 2026,FY 2025,2910.0,-221.97,-192.94,,-1.39,-0.09,,,,,,,,,,,-7.627835051546391,-13.416017316017317,25.974025974025984,,336.74,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Natera Inc,1,글로벌바이오,3.34,,탈락,"PEG매출>1,PEG산출불가,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과(2y),2026-08-24
GOOG,Alphabet,340.88,12230.0,445870.0,4200000.0,48.68,24.93,10.79,0.26,0.19,25.38,,,FY 2026,FY 2025,497860.0,171650.0,251980.0,253690.44825158414,20.59,14.81,24.468394989804835,16.55560951918407,0.7018797872772164,0.5013695968916948,0.7221755153716656,0.9711068888916329,,,-28.071879553181155,eps,34.4775639738079,32.03256876179128,23.587528547314072,33.02076875387478,422.34,USD,,,인터넷·플랫폼,Stock Lists Top Stocks Corporate Actions,Alphabet Inc,1,글로벌AI인공지능,3.21,0.5013695968916948,통과,,비지배괴리,2026-08-24
REGN,Regeneron Pharmaceuticals,834.05,99.85,15530.0,83280.0,14.04,13.5,5.17,0.45,0.09,13.72,1.16,,FY 2026,FY 2025,16920.0,6100.0,4770.0,5346.974402014268,53.55,60.61,13.652459016393443,15.57516339869281,0.8656893144854838,0.24011710239651413,1.167849823714109,0.918581625907837,,1.181373937677054,13.18394024276377,eps,36.05200945626478,25.80195258019526,17.991631799163187,64.86486486486487,840.43,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Regeneron Pharmaceuticals Inc,1,글로벌바이오,3.16,0.24011710239651413,통과,,,2026-08-24
JPM,JPMorgan Chase,351.42,2660.0,186330.0,934570.0,17.79,,3.95,1.71,,14.57,1.44,,FY 2026,FY 2025,207980.0,99720.0,67530.0,64384.325593307156,24.21,25.01,9.371941436020858,14.515489467162329,1.0373486303500852,0.9760570415525649,1.7922575583446052,1.1530927160065594,,4.392749999999983,3.304419661296998,eps,47.946917972882005,47.58015894765689,13.992874760208274,14.871558576200904,374.57,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,JPMorgan Chase & Co,1,미국S&P500,3.08,0.9760570415525649,탈락,PEG매출>1,,2026-08-24
TEVA,Teva Pharmaceutical,37.31,1170.0,17320.0,43510.0,9.69,15.21,7.93,,2.18,13.27,2.21,,FY 2026,FY 2025,16580.0,3980.0,1140.0,3278.8244159758856,,,10.9321608040201,13.27,,,114.58641160299865,,,,,,24.004825090470447,22.885283893395133,-3.939745075318657,0.75949367088608,41.4,USD,,기저효과→PEG(영익)fwd 기준,미분류,Stock Lists Top Stocks Corporate Actions,Teva Pharmaceutical Industries Ltd,1,글로벌바이오,3.06,,탈락,"PEG매출>1,PEG산출불가,ROE<10",기저효과(2y),2026-08-24
AMGN,Amgen,439.34,540.63,38100.0,237520.0,91.47,19.76,6.14,2.29,4.9,18.74,3.61,,FY 2026,FY 2025,38940.0,16960.0,8600.0,12456.095051668412,23.04,24.4,14.004716981132075,19.06857638888889,3.199863846080667,0.40931990504535143,4.155640330105719,3.3462774534770103,,3.2304411764705936,5.902777777777768,eps,43.55418592706729,31.482993197278912,5.959183673469393,46.58599827139154,388.48,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Amgen Inc,1,글로벌바이오,3.01,0.40931990504535143,탈락,PEG매출>1,,2026-08-24
BRK-B,Berkshire Hathaway Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: 404,미분류,,Berkshire Hathaway Inc,1,미국S&P500,2.94,,보류,컨센서스 없음,,2026-08-24
MEDP,Medpace Holdings,620.92,27.91,2780.0,17330.0,162.15,573.33,10.49,,0.33,33.91,2.65,,FY 2026,FY 2025,2850.0,599.94,502.56,494.0105005475746,17.7,19.31,28.886221955528885,35.08022598870056,2.7735303672316394,2.8870486292916104,3.7176172486143604,2.8253263617867987,,3.8566459627329244,9.0960451977401,eps,21.050526315789476,21.143873517786563,12.648221343873512,12.150895427524588,581.83,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Medpace Holdings Inc,1,글로벌바이오,2.93,2.8870486292916104,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
CAT,Caterpillar,817.83,459.67,74730.0,380560.0,56.97,18.3,11.78,0.79,2.33,28.8,1.58,,FY 2026,FY 2025,79160.0,15110.0,12400.0,12703.481163567,27.3,32.28,25.185969556585043,29.95714285714286,1.7500460550685273,1.0516298507462685,2.137810691357076,0.9939873039956396,,1.6422289156626504,18.241758241758244,eps,19.087923193532085,17.399023524189968,17.117916851605266,28.486394557823136,979.22,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Caterpillar Inc,1,미국S&P500,2.86,1.0516298507462685,탈락,"PEG매출>1,PEG영익>1",,2026-08-24
CRS,Carpenter Technology,490.0,49.56,3120.0,24400.0,25.75,22.32,11.1,0.16,0.33,36.81,1.73,,FY 2027,FY 2026,3480.0,877.98,670.88,666.2693877551021,13.38,15.88,27.79106585571425,36.62182361733931,3.173891380169406,1.3977289165340665,3.347503861462235,1.7046085082401423,,1.9599999999999995,18.68460388639761,eps,25.22931034482759,22.298076923076923,11.538461538461542,26.200948684777913,625.88,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Carpenter Technology Corp,1,글로벌우주테크&방산,2.85,1.3977289165340665,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-24
TDG,TransDigm Group,1200.25,55.28,10010.0,66350.0,,15.42,7.61,7.5,,25.78,1.67,-14.39,FY 2026,FY 2025,10500.0,4880.0,2100.0,2276.9893772130804,41.19,48.4,13.596311475409836,29.139354212187424,1.540721543075539,1.7997836425174574,2.0139735242960577,2.101511819104127,,1.6647018030513177,17.504248604030103,eps,46.476190476190474,47.56511891279728,18.9127972819932,16.1904761904762,1523.0,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,TransDigm Group Inc,1,글로벌우주테크&방산,2.78,1.7997836425174574,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-24
EXEL,Exelixis,54.08,247.78,2440.0,13400.0,44.39,66.0,6.49,,0.09,15.41,1.46,,FY 2026,FY 2025,2550.0,1030.0,820.64,887.0562130177515,3.58,4.16,13.009708737864077,15.106145251396647,1.5237503036191418,0.9821744986104735,1.345926661584707,0.9314752923361633,,0.9324137931034477,16.201117318435763,eps,40.3921568627451,38.47844827586207,9.913793103448265,15.380306934020371,53.0,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Exelixis Inc,1,글로벌바이오,2.68,0.9821744986104735,탈락,PEG매출>1,,2026-08-24
HONA,Honeywell Aerospace,164.73,316.95,17920.0,52210.0,,18.31,,,,19.91,,,FY 2026,FY 2025,18320.0,4360.0,2190.0,2472.15443452923,7.8,9.11,11.974770642201834,21.119230769230768,3.9942892976588658,0.9846498501498496,3.1019125435727792,,,1.2574809160305354,16.79487179487178,eps,23.799126637554586,20.632183908045974,5.287356321839076,21.448467966573826,218.38,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Honeywell Aerospace Inc,1,글로벌우주테크&방산,2.67,0.9846498501498496,탈락,"PEG매출>1,ROE<10",,2026-08-24
ABBV,AbbVie,264.53,1770.0,64390.0,468220.0,,17.7,5.42,2.61,,17.46,1.3,,FY 2026,FY 2025,67580.0,31290.0,13860.0,24797.800627528068,14.01,16.25,14.963886225631192,18.881513204853675,1.7987435321010155,0.39211166065536845,1.9693294023816188,0.6872130283884939,,1.1809375000000004,15.988579586009987,eps,46.300680674755846,34.53237410071942,10.497056899934588,48.15340909090908,276.59,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,AbbVie Inc,1,글로벌바이오,2.57,0.39211166065536845,탈락,"PEG매출>1,ROE<10",,2026-08-24
