종목코드,기업,현재가,주식수(M),TTM매출($M),시총($M),ROE(E),ROIC,WACC,배당수익률,부채자본비율,fPER(사이트),PEG(사이트),52주변동,추정연도,전년도,매출(E),영업이익(E),순이익(E),"순이익(E,조정)",EPS(E),fPOR,fPER,PEG(매출)1y,PEG(영익)1y,PEG(매출)2y,PEG(영익)2y,PEG(영익)3y,영업이익률(E),전년영업이익률,매출증가율1y,영익증가율1y,목표주가,통화,환율,비고,섹터1,섹터2,종목명,보유ETF수,보유ETF,최대비중,유효PEG,Type,탈락조건,플래그,기준일
IBM,IBM,235.68,942.13,69100.0,222040.0,34.46,13.96,6.81,2.87,1.89,18.42,2.73,-2.83,FY 2026,FY 2025,70380.0,14970.0,9870.0,11606.978954514596,12.32,14.832331329325317,19.12987012987013,4.549406438631802,1.027314727825366,4.659207334922253,2.9170099518024166,,21.270247229326515,18.68522357121706,4.204915605567061,18.621236133122032,244.91,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,International Business Machines Corp,1,글로벌AI인공지능,2.07,1.027314727825366,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
CVX,Chevron,205.27,1960.0,209380.0,402660.0,12.23,8.22,6.57,3.47,0.19,13.26,0.99,,FY 2026,FY 2025,226010.0,45610.0,30230.0,31170.007307448726,15.89,8.82832712124534,12.918187539332914,0.5767271105265528,0.08139658553196544,1.9815731877626213,0.3721205290538055,,20.180522985708595,9.547793122122936,22.39913349580287,158.70674985819625,217.88,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Chevron Corp,1,미국S&P500,2.06,0.3721205290538055,통과,,기저효과,2026-08-23
ROIV,Roivant Sciences,36.3,722.32,7.53,26220.0,-8.52,-118.82,10.4,,0.02,,,,FY 2027,FY 2026,54.73,-1390.0,-972.22,,-1.58,,,,,,,,-2539.7405444911383,-15496.36803874092,562.590799031477,,41.82,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Roivant Sciences Ltd,1,글로벌바이오,2.05,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
IONS,Ionis Pharmaceuticals,59.75,166.18,874.09,9930.0,-105.5,-72.03,5.87,,4.98,,,,FY 2026,FY 2025,913.4,-590.45,-602.43,,-2.59,,,,,,,,-64.6430917451281,-40.444628116688385,-3.2117917580612776,,88.0,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Stocks Corporate Actions,Ionis Pharmaceuticals Inc,1,글로벌바이오,1.96,,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
ILMN,Illumina,219.04,151.0,4490.0,33130.0,32.34,17.35,11.65,,0.89,38.46,3.56,,FY 2026,FY 2025,4620.0,1090.0,760.34,810.7048940832726,5.36,30.394495412844037,40.86567164179104,6.334179104477617,1.6068899844668063,6.421080003345744,3.332043892741111,,23.593073593073594,20.023041474654377,6.451612903225801,25.43153049482163,198.89,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Illumina Inc,1,글로벌바이오,1.95,1.6068899844668063,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
CRM,Salesforce,209.17,819.0,42830.0,171310.0,16.91,11.07,8.7,0.84,1.24,15.01,0.93,-15.13,FY 2027,FY 2026,46110.0,15840.0,7130.0,11580.644451881246,14.14,10.815025252525253,14.792786421499292,1.3413633626307104,0.19068158219620476,1.437071869347076,1.308841746785247,,34.35263500325309,21.4784493137491,11.028172405490011,77.57847533632287,243.98,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Salesforce Inc,1,글로벌AI인공지능,1.92,0.19068158219620476,탈락,PEG매출>1,,2026-08-23
BMY,BMY,67.1,2040.0,49190.0,136880.0,46.6,21.68,4.87,3.76,2.02,10.43,,,FY 2026,FY 2025,49850.0,17720.0,11180.0,14177.585692995532,6.95,7.724604966139955,9.654676258992804,2.802764150125685,0.5418146676688501,,2.943897453413061,,35.54663991975928,31.209794563187383,3.4446980701390295,17.819148936170205,66.21,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Bristol-Myers Squibb Co,1,글로벌바이오,1.88,0.5418146676688501,탈락,PEG매출>1,,2026-08-23
UNH,UnitedHealth Group Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: forecast 표 없음,미분류,Stock Lists Top Stocks Corporate Actions,UnitedHealth Group Inc,1,미국S&P500,1.86,,보류,컨센서스 없음,,2026-08-23
BKNG,Booking Holdings,209.62,751.38,28240.0,157500.0,,92.45,9.42,0.8,,18.82,1.13,-7.08,FY 2026,FY 2025,29260.0,10370.0,8090.0,7851.707852304169,10.45,15.188042430086789,20.05933014354067,2.3076802028381,2.1632163984341024,2.2177533829839247,1.2149865311147403,,35.440874914559124,35.25260029717682,8.692421991084686,9.272918861959955,237.81,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Booking Holdings Inc,1,글로벌소비트렌드,1.8,2.1632163984341024,탈락,"PEG매출>1,PEG영익>1,ROE<10",,2026-08-23
ALNY,Alnylam Pharmaceuticals,236.23,133.81,4800.0,31610.0,96.55,96.6,5.93,,2.21,28.8,,-48.46,FY 2026,FY 2025,5490.0,1210.0,914.91,1193.5876052999197,8.92,26.123966942148762,26.48318385650224,0.5519809668967602,0.18750790997917044,0.7202269596120777,0.4611573774677601,,22.040072859744992,13.519676549865228,47.97843665768193,141.23768890306633,370.2,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Alnylam Pharmaceuticals Inc,1,글로벌바이오,1.74,0.18750790997917044,통과,,,2026-08-23
ATI,ATI Inc.,207.01,136.17,4720.0,28190.0,25.36,18.44,9.38,,1.1,37.71,1.17,,FY 2026,FY 2025,5150.0,988.65,666.13,698.5879909183132,5.13,28.51362969706165,40.35282651072124,3.307490601503757,0.8030291802224279,3.753384487387228,1.0466259813259153,,19.197087378640777,14.335511982570806,12.200435729847502,50.25075987841945,248.44,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,ATI Inc,1,글로벌우주테크&방산,1.74,0.8030291802224279,탈락,"PEG매출>1,fPER>30",,2026-08-23
SAP,SAP SE,218.51,1150.0,43630.0,253480.0,18.32,18.2,8.19,0.98,0.22,24.38,,-19.76,FY 2026,FY 2025,45983.43807279392,13378.038753600418,9345.205551191411,8271.074092718869,7.13,18.947470901277004,30.64656381486676,3.268966806919121,2.4754821314024156,2.899616144644042,1.8394347628798178,,29.093167701863354,28.315217391304348,9.375,12.380038387715931,242.92,EUR,0.875,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,SAP SE,1,글로벌AI인공지능,1.72,2.4754821314024156,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
NOW,ServiceNow,128.48,1030.0,14730.0,132830.0,14.24,10.28,8.85,,0.68,28.36,1.16,-27.84,FY 2026,FY 2025,16219.999999999998,5110.0,1640.0,4207.799657534248,4.07,25.99412915851272,31.56756756756756,1.4259091744806038,0.20300686538628654,1.54527458009663,1.6211964571092976,,31.50431565967941,15.060240963855422,22.138554216867455,155.50000000000003,142.23,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,ServiceNow Inc,1,글로벌AI인공지능,1.7,1.6211964571092976,탈락,"PEG매출>1,PEG영익>1,fPER>30",기저효과,2026-08-23
ABNB,Airbnb,187.3,589.59,13160.0,110430.0,34.54,16.81,10.3,,0.32,33.67,1.77,,FY 2026,FY 2025,14150.0,3160.0,3170.0,3113.0293646556324,5.28,34.94620253164557,35.47348484848485,2.273274631128036,1.4532685728250245,2.6402504208563653,1.5138190679081391,,22.3321554770318,20.751633986928105,15.604575163398682,24.409448818897637,175.24,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Airbnb Inc,1,글로벌소비트렌드,1.69,1.4532685728250245,탈락,"PEG매출>1,PEG영익>1,fPER>30",,2026-08-23
SNY,Sanofi,45.83,1200.0,55890.0,110410.0,5.71,9.12,5.03,3.85,0.34,8.94,,-9.26,FY 2026,FY 2025,54370.50490596893,15137.827064595258,9071.271463614064,20694.34649792712,8.59,7.293649182862564,5.335273573923167,2.865103234180328,0.1430149721898849,1.2787140426575643,0.6994898081997419,,27.841983610002103,20.65496575342466,1.862157534246589,37.30569948186528,53.72,EUR,0.875,,미분류,Stock Lists Top Stocks Corporate Actions,Sanofi SA,1,글로벌바이오,1.69,0.1430149721898849,탈락,"PEG매출>1,ROE<10",비지배괴리,2026-08-23
TGT,Target,165.25,454.29,107710.0,75160.0,26.41,13.27,8.01,2.81,1.07,17.82,3.05,,FY 2027,FY 2026,109930.0,6290.0,4590.0,4507.3258698941,9.91,11.94912559618442,16.67507568113017,3.3926493783860545,0.6101842508502445,4.11685761361605,1.4074528060636147,,5.721822978258892,4.714640198511166,4.915060125978243,27.327935222672075,161.62,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Target Corp,1,글로벌소비트렌드,1.67,0.6101842508502445,탈락,"PEG매출>1,이익률<10,전년이익률<5",,2026-08-23
NEE,NextEra Energy Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,실패: forecast 표 없음,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,NextEra Energy Inc,1,미국S&P500,1.63,,보류,컨센서스 없음,,2026-08-23
ACN,Accenture,185.06,611.94,73100.0,113380.0,24.41,27.09,9.62,3.52,0.25,12.92,2.03,-27.36,FY 2026,FY 2025,73590.0,11520.0,8350.0,8497.679671457905,13.87,9.84201388888889,13.342465753424658,2.3713509924517737,2.1606828869351835,2.7517505736004497,2.04757380848253,,15.654300856094578,15.573417539830631,5.6265250466484895,6.175115207373283,179.11,USD,,,소프트웨어,Stock Lists Top Stocks Corporate Actions,Accenture PLC,1,글로벌AI인공지능,1.58,2.1606828869351835,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
SPOT,Spotify Technology,533.62,205.58,20690.0,109720.0,44.48,124.53,12.91,,0.06,33.38,1.27,-24.16,FY 2026,FY 2025,22323.721700717837,3267.443401435671,2924.704583103258,2527.0019864322926,12.29,33.5797706401863,43.419039869812856,3.176056576008863,1.4473013289937617,3.1184863164370764,2.0362362481395855,,14.636642784032752,12.798138452588715,13.670738801628858,30.000000000000004,610.06,EUR,0.875,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Spotify Technology SA,1,글로벌소비트렌드,1.54,1.4473013289937617,탈락,"PEG매출>1,PEG영익>1,fPER>30",비지배괴리,2026-08-23
ROP,Roper Technologies,411.83,98.9,8280.0,40730.0,13.07,6.66,7.13,0.88,0.61,17.51,2.42,-23.82,FY 2026,FY 2025,8570.0,2420.0,2530.0,2197.5587014059197,22.22,16.830578512396695,18.534203420342035,2.185376224189583,2.3064786478647883,2.550265447838456,1.816303164150666,,28.23803967327888,28.354430379746837,8.481012658227849,8.03571428571428,445.2,USD,,,소프트웨어,Stock Lists Top Analysts Top Stocks Corporate Actions,Roper Technologies Inc,1,글로벌AI인공지능,1.38,2.3064786478647883,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
VTRS,Viatris,16.0,1150.0,14740.0,18750.0,-2.75,5.89,6.48,2.94,0.96,6.42,1.75,,FY 2026,FY 2025,14780.0,4050.0,-27.26,2929.6875,2.5,4.62962962962963,6.4,1.9066666666666632,0.02791489361702128,2.538998971510972,0.970979041477785,,27.40189445196211,8.6013986013986,3.356643356643363,229.2682926829268,18.5,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Viatris Inc,1,글로벌바이오,1.38,0.970979041477785,탈락,"PEG매출>1,ROE<10",기저효과,2026-08-23
CMCSA,Comcast,26.84,3550.0,124900.0,95280.0,11.49,8.15,5.83,4.92,1.0,7.64,,-19.35,FY 2026,FY 2025,120640.0,17990.0,10720.0,12495.737704918032,3.52,5.29627570872707,7.625,,,,,,14.912135278514588,16.708431008002584,-2.481610217444019,-12.965650701499754,30.08,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Comcast Corp,1,글로벌소비트렌드,1.37,,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
GSK,GSK,26.13,4010.0,44050.0,104780.0,33.38,26.38,5.37,3.41,1.06,10.18,,,FY 2026,FY 2025,45031.83734939759,13666.114457831325,7217.831325301205,7137.711442786071,1.78,7.667139063068226,14.679775280898875,3.7762854994249277,1.6320456047587562,3.4139324848638153,2.596302247872009,,30.347672362993517,28.92561983471074,3.8873584328129818,8.994708994709,58.08,GBP,0.754,,미분류,Stock Lists Top Stocks Corporate Actions,GSK PLC,1,글로벌바이오,1.37,1.6320456047587562,탈락,"PEG매출>1,PEG영익>1",비지배괴리,2026-08-23
HON,Honeywell International,215.9,316.94,38060.0,68430.0,46.58,13.48,7.28,1.3,1.85,23.42,1.53,,FY 2026,FY 2025,20160.0,3830.0,2000.0,2633.8735525706347,8.31,17.866840731070496,25.980746089049337,,,,,,18.998015873015873,18.91025641025641,-46.15384615384615,-45.90395480225988,263.85,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Honeywell International Inc,1,글로벌우주테크&방산,1.37,,탈락,"PEG매출>1,PEG영익>1",,2026-08-23
TTWO,TTWO,239.62,186.98,6690.0,44800.0,-9.04,-2.03,9.29,,0.82,29.66,1.08,,FY 2027,FY 2026,8520.0,1570.0,258.3,1284.4336866705619,6.87,28.53503184713376,34.87918486171761,1.2488998450485982,,1.975053872766628,0.5962349885451144,,18.427230046948356,-1.1936936936936937,27.927927927927932,,286.89,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Take-Two Interactive Software Inc,1,글로벌소비트렌드,1.37,0.5962349885451144,탈락,"PEG매출>1,ROE<10,fPER>30,전년이익률<5",기저효과,2026-08-23
LYV,Live Nation Entertainment,181.82,232.96,26270.0,42360.0,17.68,13.87,8.57,,6.2,138.18,,,FY 2026,FY 2025,28120.0,1050.0,-79.49,306.5566652192792,-0.44,40.34285714285714,138.18,11.92512328767123,,13.319141249430405,,,3.733997155049787,5.238095238095238,11.58730158730159,-20.45454545454546,201.96,USD,,,미분류,Stock Lists Top Stocks Corporate Actions,Live Nation Entertainment Inc,1,글로벌소비트렌드,1.33,,탈락,"PEG매출>1,PEG영익>1,이익률<10,fPER>30",,2026-08-23
KTOS,KTOS,57.16,187.72,1520.0,10730.0,1.15,0.82,10.2,,0.06,61.74,,-11.05,FY 2026,FY 2025,1790.0,19.6,37.08,153.92932120363892,0.82,547.4489795918367,69.70731707317073,2.1387472283813747,,2.468748384733137,1.6324434645349803,,1.094972067039106,2.051851851851852,32.592592592592595,-29.241877256317682,105.62,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Stocks Corporate Actions,Kratos Defense & Security Solutions Inc,1,글로벌우주테크&방산,1.31,1.6324434645349803,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
FWONK,Formula One Group,104.96,250.01,4040.0,26240.0,2.73,2.59,7.3,,0.6,44.35,,,FY 2025,FY 2024,4440.0,556.88,565.26,542.5,2.17,47.11966671455251,48.36866359447004,2.234754710377412,1.149958523109671,3.4068154662178283,0.3846097615441207,,12.54234234234234,10.73972602739726,21.643835616438366,42.061224489795926,120.38,USD,,,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,Liberty Media Corp-Liberty Formula One,1,글로벌소비트렌드,1.28,1.149958523109671,탈락,"PEG매출>1,PEG영익>1,ROE<10,fPER>30",,2026-08-23
AVAV,AeroVironment,160.25,50.42,1980.0,8080.0,-10.03,-1.55,10.94,,0.19,49.43,1.8,-31.01,FY 2027,FY 2026,2190.0,4.82,18.53,163.3647425897036,3.24,1676.3485477178422,49.45987654320987,4.663359788359792,,3.793274777399676,3.2336236158194316,,0.22009132420091324,-3.5555555555555554,10.606060606060597,,225.77,USD,,기저효과→PEG(영익)1y 산출불가,미분류,Stock Lists Top Analysts Top Stocks Corporate Actions,AeroVironment Inc,1,글로벌우주테크&방산,1.25,3.2336236158194316,탈락,"PEG매출>1,PEG영익>1,ROE<10,이익률<10,fPER>30,전년이익률<5",기저효과,2026-08-23
